server4-1  | server listening on port 3000!
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server8:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server9:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server10:3000/ping
client5-1   | Received response at 2023-12-25T02:25:23.778Z from http://server16:3000/ping
client5-1   | Received response at 2023-12-25T02:25:24.749Z from http://server1:3000/ping
client5-1   | Received response at 2023-12-25T02:25:24.750Z from http://server2:3000/ping
client5-1   | Received response at 2023-12-25T02:25:24.750Z from http://server3:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server7:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server11:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server12:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.747Z from http://server13:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server14:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server15:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server17:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server16:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server19:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.748Z from http://server20:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.749Z from http://server21:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.749Z from http://server22:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.750Z from http://server24:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.750Z from http://server18:3000/ping
client3-1   | Received response at 2023-12-25T02:25:22.750Z from http://server23:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.764Z from http://server1:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.765Z from http://server2:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.765Z from http://server3:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.765Z from http://server4:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.765Z from http://server5:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.766Z from http://server6:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.794Z from http://server19:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.794Z from http://server8:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.794Z from http://server24:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server22:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.356Z from http://server11:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.356Z from http://server9:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.767Z from http://server7:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.767Z from http://server8:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.767Z from http://server9:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.767Z from http://server10:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.768Z from http://server11:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.768Z from http://server13:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.768Z from http://server12:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.768Z from http://server14:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.769Z from http://server17:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.769Z from http://server15:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.769Z from http://server19:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.772Z from http://server20:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.772Z from http://server22:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.772Z from http://server21:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.772Z from http://server23:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.773Z from http://server24:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.773Z from http://server18:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.357Z from http://server17:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.357Z from http://server20:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.357Z from http://server13:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.357Z from http://server12:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server18:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server23:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server10:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server14:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server21:3000/ping
client2-1   | Received response at 2023-12-25T02:25:24.795Z from http://server20:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.795Z from http://server1:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.796Z from http://server3:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.796Z from http://server10:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.796Z from http://server15:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.796Z from http://server19:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.798Z from http://server21:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.357Z from http://server18:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.358Z from http://server14:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.361Z from http://server22:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.361Z from http://server15:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.361Z from http://server24:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server23:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server13:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server6:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.362Z from http://server23:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.362Z from http://server19:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.362Z from http://server21:3000/ping
client1-1   | Received response at 2023-12-25T02:25:24.363Z from http://server16:3000/ping
client1-1   | Received response at 2023-12-25T02:25:25.337Z from http://server1:3000/ping
client1-1   | Received response at 2023-12-25T02:25:25.337Z from http://server3:3000/ping
client3-1   | Received response at 2023-12-25T02:25:23.773Z from http://server16:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.755Z from http://server1:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.755Z from http://server2:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.755Z from http://server3:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.755Z from http://server5:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server17:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server8:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server5:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server9:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.799Z from http://server12:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.800Z from http://server4:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.801Z from http://server7:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.801Z from http://server14:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.801Z from http://server18:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.801Z from http://server11:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.802Z from http://server22:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.802Z from http://server2:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.802Z from http://server20:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.803Z from http://server24:3000/ping
client2-1   | Received response at 2023-12-25T02:25:25.803Z from http://server16:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.839Z from http://server1:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.839Z from http://server2:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.839Z from http://server3:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.839Z from http://server5:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.840Z from http://server4:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.840Z from http://server7:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.840Z from http://server6:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.841Z from http://server8:3000/ping
client1-1   | Received response at 2023-12-25T02:25:25.337Z from http://server5:3000/ping
client1-1   | Received response at 2023-12-25T02:25:25.337Z from http://server4:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.841Z from http://server10:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.841Z from http://server9:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.841Z from http://server11:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.842Z from http://server14:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.843Z from http://server15:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.844Z from http://server16:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.844Z from http://server17:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.844Z from http://server18:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.844Z from http://server19:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.845Z from http://server21:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.846Z from http://server12:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.847Z from http://server22:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.847Z from http://server23:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.847Z from http://server20:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.848Z from http://server24:3000/ping
client2-1   | Received response at 2023-12-25T02:25:26.848Z from http://server13:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.794Z from http://server1:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server5:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server6:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server7:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server12:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server11:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.756Z from http://server4:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.757Z from http://server6:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.757Z from http://server7:3000/ping
client3-1   | Received response at 2023-12-25T02:25:24.757Z from http://server8:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server14:3000/ping
client2-1   | Received response at 2023-12-25T02:25:27.795Z from http://server10:3000/ping
